Ranka,Country,ptsa,Year
6,Sweden,0.362068966,2008
7,Spain,0.327586207,2008
8,France,0.293103448,2008
9,Hungary,0.275862069,2008
10,Soviet Union,0.275862069,2008
11,Uruguay,0.25862069,2008
12,Austria,0.224137931,2008
13,Poland,0.224137931,2008
14,Portugal,0.224137931,2008
15,Yugoslavia,0.224137931,2008
16,Belgium,0.206896552,2008
17,Netherlands,0.206896552,2008
18,Czechoslovakia,0.172413793,2008
19,United States,0.172413793,2008
20,Chile,0.137931034,2008
21,Mexico,0.137931034,2008
22,South Korea,0.137931034,2008
23,Romania,0.120689655,2008
24,Switzerland,0.120689655,2008
25,Cameroon,0.103448276,2008
26,Saudi Arabia,0.103448276,2008
27,Denmark,0.086206897,2008
28,Japan,0.086206897,2008
29,Nigeria,0.086206897,2008
30,Peru,0.086206897,2008
31,Bulgaria,0.068965517,2008
32,Northern Ireland,0.068965517,2008
33,Paraguay,0.068965517,2008
34,Scotland,0.068965517,2008
35,Algeria,0.051724138,2008
36,Colombia,0.051724138,2008
37,Costa Rica,0.051724138,2008
38,Ecuador,0.051724138,2008
39,Australia,0.034482759,2008
40,Czech Republic,0.034482759,2008
41,Iraq,0.034482759,2008
42,Morocco,0.034482759,2008
43,Russia,0.034482759,2008
44,South Africa,0.034482759,2008
45,Togo,0.034482759,2008
46,Tunisia,0.034482759,2008
47,Turkey,0.034482759,2008
48,Congo DR,0.034482759,2008
49,Angola,0.017241379,2008
50,Bolivia,0.017241379,2008
51,Canada,0.017241379,2008
52,China,0.017241379,2008
53,Croatia,0.017241379,2008
54,Cuba,0.017241379,2008
55,FR Yugoslavia,0.017241379,2008
56,Ghana,0.017241379,2008
57,Greece,0.017241379,2008
58,Haiti,0.017241379,2008
59,Honduras,0.017241379,2008
60,Ivory Coast,0.017241379,2008
61,Jamaica,0.017241379,2008
62,North Korea,0.017241379,2008
63,Norway,0.017241379,2008
64,Republic of Ireland,0.017241379,2008
65,Senegal,0.017241379,2008
66,Serbia and Montenegro,0.017241379,2008
67,Slovenia,0.017241379,2008
68,Ukraine,0.017241379,2008
69,United Arab Emirates,0.017241379,2008
70,Wales,0.017241379,2008
1,Brazil,1,2009
2,Germany,0.896551724,2009
3,Argentina,0.689655172,2009
4,Italy,0.689655172,2009
5,England,0.379310345,2009
6,Sweden,0.362068966,2009
7,Spain,0.327586207,2009
8,France,0.293103448,2009
9,Hungary,0.275862069,2009
10,Soviet Union,0.275862069,2009
11,Uruguay,0.25862069,2009
12,Austria,0.224137931,2009
13,Poland,0.224137931,2009
14,Portugal,0.224137931,2009
15,Yugoslavia,0.224137931,2009
16,Belgium,0.206896552,2009
17,Netherlands,0.206896552,2009
18,Czechoslovakia,0.172413793,2009
19,United States,0.172413793,2009
20,Chile,0.137931034,2009
21,Mexico,0.137931034,2009
22,South Korea,0.137931034,2009
23,Romania,0.120689655,2009
24,Switzerland,0.120689655,2009
25,Cameroon,0.103448276,2009
26,Saudi Arabia,0.103448276,2009
27,Denmark,0.086206897,2009
28,Japan,0.086206897,2009
29,Nigeria,0.086206897,2009
30,Peru,0.086206897,2009
31,Bulgaria,0.068965517,2009
32,Northern Ireland,0.068965517,2009
33,Paraguay,0.068965517,2009
34,Scotland,0.068965517,2009
35,Algeria,0.051724138,2009
36,Colombia,0.051724138,2009
37,Costa Rica,0.051724138,2009
38,Ecuador,0.051724138,2009
39,Australia,0.034482759,2009
40,Czech Republic,0.034482759,2009
41,Iraq,0.034482759,2009
42,Morocco,0.034482759,2009
43,Russia,0.034482759,2009
44,South Africa,0.034482759,2009
45,Togo,0.034482759,2009
46,Tunisia,0.034482759,2009
47,Turkey,0.034482759,2009
48,Congo DR,0.034482759,2009
49,Angola,0.017241379,2009
50,Bolivia,0.017241379,2009
51,Canada,0.017241379,2009
52,China,0.017241379,2009
53,Croatia,0.017241379,2009
54,Cuba,0.017241379,2009
55,FR Yugoslavia,0.017241379,2009
56,Ghana,0.017241379,2009
57,Greece,0.017241379,2009
58,Haiti,0.017241379,2009
59,Honduras,0.017241379,2009
60,Ivory Coast,0.017241379,2009
61,Jamaica,0.017241379,2009
62,North Korea,0.017241379,2009
63,Norway,0.017241379,2009
64,Republic of Ireland,0.017241379,2009
65,Senegal,0.017241379,2009
66,Serbia and Montenegro,0.017241379,2009
67,Slovenia,0.017241379,2009
68,Ukraine,0.017241379,2009
69,United Arab Emirates,0.017241379,2009
70,Wales,0.017241379,2009
1,Brazil,1,2010
2,Germany,0.918032787,2010
3,Argentina,0.721311475,2010
4,Italy,0.655737705,2010
5,England,0.360655738,2010
6,Spain,0.360655738,2010
7,Sweden,0.344262295,2010
8,France,0.31147541,2010
9,Uruguay,0.295081967,2010
10,Netherlands,0.278688525,2010
11,Hungary,0.262295082,2010
12,Soviet Union,0.262295082,2010
13,Portugal,0.229508197,2010
14,Austria,0.213114754,2010
15,Poland,0.213114754,2010
16,Yugoslavia,0.213114754,2010
17,Belgium,0.196721311,2010
18,United States,0.196721311,2010
19,Chile,0.163934426,2010
20,Czechoslovakia,0.163934426,2010
21,Mexico,0.147540984,2010
22,South Korea,0.147540984,2010
23,Cameroon,0.131147541,2010
24,Romania,0.114754098,2010
25,Switzerland,0.114754098,2010
26,Denmark,0.098360656,2010
27,Japan,0.098360656,2010
28,Saudi Arabia,0.098360656,2010
29,Nigeria,0.081967213,2010
30,Paraguay,0.081967213,2010
31,Peru,0.081967213,2010
32,Algeria,0.06557377,2010
33,Bulgaria,0.06557377,2010
34,Northern Ireland,0.06557377,2010
35,Scotland,0.06557377,2010
36,Australia,0.049180328,2010
37,Colombia,0.049180328,2010
38,Costa Rica,0.049180328,2010
39,Ecuador,0.049180328,2010
40,Greece,0.049180328,2010
41,South Africa,0.049180328,2010
42,Czech Republic,0.032786885,2010
43,Ghana,0.032786885,2010
44,Honduras,0.032786885,2010
45,Iraq,0.032786885,2010
46,Morocco,0.032786885,2010
47,North Korea,0.032786885,2010
48,Russia,0.032786885,2010
49,Slovakia,0.032786885,2010
50,Slovenia,0.032786885,2010
51,Togo,0.032786885,2010
52,Tunisia,0.032786885,2010
53,Turkey,0.032786885,2010
54,Congo DR,0.032786885,2010
55,Angola,0.016393443,2010
56,Bolivia,0.016393443,2010
57,Canada,0.016393443,2010
58,China,0.016393443,2010
59,Croatia,0.016393443,2010
60,Cuba,0.016393443,2010
61,FR Yugoslavia,0.016393443,2010
62,Haiti,0.016393443,2010
63,Ivory Coast,0.016393443,2010
64,Jamaica,0.016393443,2010
65,Norway,0.016393443,2010
66,Republic of Ireland,0.016393443,2010
67,Senegal,0.016393443,2010
68,Serbia,0.016393443,2010
69,Serbia and Montenegro,0.016393443,2010
70,Ukraine,0.016393443,2010
71,United Arab Emirates,0.016393443,2010
72,Wales,0.016393443,2010
1,Brazil,1,2011
2,Germany,0.918032787,2011
3,Argentina,0.721311475,2011
4,Italy,0.655737705,2011
5,England,0.360655738,2011
6,Spain,0.360655738,2011
7,Sweden,0.344262295,2011
8,France,0.31147541,2011
9,Uruguay,0.295081967,2011
10,Netherlands,0.278688525,2011
11,Hungary,0.262295082,2011
12,Soviet Union,0.262295082,2011
13,Portugal,0.229508197,2011
14,Austria,0.213114754,2011
15,Poland,0.213114754,2011
16,Yugoslavia,0.213114754,2011
17,Belgium,0.196721311,2011
18,United States,0.196721311,2011
19,Chile,0.163934426,2011
20,Czechoslovakia,0.163934426,2011
21,Mexico,0.147540984,2011
22,South Korea,0.147540984,2011
23,Cameroon,0.131147541,2011
24,Romania,0.114754098,2011
25,Switzerland,0.114754098,2011
26,Denmark,0.098360656,2011
27,Japan,0.098360656,2011
28,Saudi Arabia,0.098360656,2011
29,Nigeria,0.081967213,2011
30,Paraguay,0.081967213,2011
31,Peru,0.081967213,2011
32,Algeria,0.06557377,2011
33,Bulgaria,0.06557377,2011
34,Northern Ireland,0.06557377,2011
35,Scotland,0.06557377,2011
36,Australia,0.049180328,2011
37,Colombia,0.049180328,2011
38,Costa Rica,0.049180328,2011
39,Ecuador,0.049180328,2011
40,Greece,0.049180328,2011
41,South Africa,0.049180328,2011
42,Czech Republic,0.032786885,2011
43,Ghana,0.032786885,2011
44,Honduras,0.032786885,2011
45,Iraq,0.032786885,2011
46,Morocco,0.032786885,2011
47,North Korea,0.032786885,2011
48,Russia,0.032786885,2011
49,Slovakia,0.032786885,2011
50,Slovenia,0.032786885,2011
51,Togo,0.032786885,2011
52,Tunisia,0.032786885,2011
53,Turkey,0.032786885,2011
54,Congo DR,0.032786885,2011
55,Angola,0.016393443,2011
56,Bolivia,0.016393443,2011
57,Canada,0.016393443,2011
58,China,0.016393443,2011
59,Croatia,0.016393443,2011
60,Cuba,0.016393443,2011
61,FR Yugoslavia,0.016393443,2011
62,Haiti,0.016393443,2011
63,Ivory Coast,0.016393443,2011
64,Jamaica,0.016393443,2011
65,Norway,0.016393443,2011
66,Republic of Ireland,0.016393443,2011
67,Senegal,0.016393443,2011
68,Serbia,0.016393443,2011
69,Serbia and Montenegro,0.016393443,2011
70,Ukraine,0.016393443,2011
71,United Arab Emirates,0.016393443,2011
72,Wales,0.016393443,2011
1,Brazil,1,2012
2,Germany,0.918032787,2012
3,Argentina,0.721311475,2012
4,Italy,0.655737705,2012
5,England,0.360655738,2012
6,Spain,0.360655738,2012
7,Sweden,0.344262295,2012
8,France,0.31147541,2012
9,Uruguay,0.295081967,2012
10,Netherlands,0.278688525,2012
11,Hungary,0.262295082,2012
12,Soviet Union,0.262295082,2012
13,Portugal,0.229508197,2012
14,Austria,0.213114754,2012
15,Poland,0.213114754,2012
16,Yugoslavia,0.213114754,2012
17,Belgium,0.196721311,2012
18,United States,0.196721311,2012
19,Chile,0.163934426,2012
20,Czechoslovakia,0.163934426,2012
21,Mexico,0.147540984,2012
22,South Korea,0.147540984,2012
23,Cameroon,0.131147541,2012
24,Romania,0.114754098,2012
25,Switzerland,0.114754098,2012
26,Denmark,0.098360656,2012
27,Japan,0.098360656,2012
28,Saudi Arabia,0.098360656,2012
29,Nigeria,0.081967213,2012
30,Paraguay,0.081967213,2012
31,Peru,0.081967213,2012
32,Algeria,0.06557377,2012
33,Bulgaria,0.06557377,2012
34,Northern Ireland,0.06557377,2012
35,Scotland,0.06557377,2012
36,Australia,0.049180328,2012
37,Colombia,0.049180328,2012
38,Costa Rica,0.049180328,2012
39,Ecuador,0.049180328,2012
40,Greece,0.049180328,2012
41,South Africa,0.049180328,2012
42,Czech Republic,0.032786885,2012
43,Ghana,0.032786885,2012
44,Honduras,0.032786885,2012
45,Iraq,0.032786885,2012
46,Morocco,0.032786885,2012
47,North Korea,0.032786885,2012
48,Russia,0.032786885,2012
49,Slovakia,0.032786885,2012
50,Slovenia,0.032786885,2012
51,Togo,0.032786885,2012
52,Tunisia,0.032786885,2012
53,Turkey,0.032786885,2012
54,Congo DR,0.032786885,2012
55,Angola,0.016393443,2012
56,Bolivia,0.016393443,2012
57,Canada,0.016393443,2012
58,China,0.016393443,2012
59,Croatia,0.016393443,2012
60,Cuba,0.016393443,2012
61,FR Yugoslavia,0.016393443,2012
62,Haiti,0.016393443,2012
63,Ivory Coast,0.016393443,2012
64,Jamaica,0.016393443,2012
65,Norway,0.016393443,2012
66,Republic of Ireland,0.016393443,2012
67,Senegal,0.016393443,2012
68,Serbia,0.016393443,2012
69,Serbia and Montenegro,0.016393443,2012
70,Ukraine,0.016393443,2012
71,United Arab Emirates,0.016393443,2012
72,Wales,0.016393443,2012
1,Brazil,1,2013
2,Germany,0.918032787,2013
3,Argentina,0.721311475,2013
4,Italy,0.655737705,2013
5,England,0.360655738,2013
6,Spain,0.360655738,2013
7,Sweden,0.344262295,2013
8,France,0.31147541,2013
9,Uruguay,0.295081967,2013
10,Netherlands,0.278688525,2013
11,Hungary,0.262295082,2013
12,Soviet Union,0.262295082,2013
13,Portugal,0.229508197,2013
14,Austria,0.213114754,2013
15,Poland,0.213114754,2013
16,Yugoslavia,0.213114754,2013
17,Belgium,0.196721311,2013
18,United States,0.196721311,2013
19,Chile,0.163934426,2013
20,Czechoslovakia,0.163934426,2013
21,Mexico,0.147540984,2013
22,South Korea,0.147540984,2013
23,Cameroon,0.131147541,2013
24,Romania,0.114754098,2013
25,Switzerland,0.114754098,2013
26,Denmark,0.098360656,2013
27,Japan,0.098360656,2013
28,Saudi Arabia,0.098360656,2013
29,Nigeria,0.081967213,2013
30,Paraguay,0.081967213,2013
31,Peru,0.081967213,2013
32,Algeria,0.06557377,2013
33,Bulgaria,0.06557377,2013
34,Northern Ireland,0.06557377,2013
35,Scotland,0.06557377,2013
36,Australia,0.049180328,2013
37,Colombia,0.049180328,2013
38,Costa Rica,0.049180328,2013
39,Ecuador,0.049180328,2013
40,Greece,0.049180328,2013
41,South Africa,0.049180328,2013
42,Czech Republic,0.032786885,2013
43,Ghana,0.032786885,2013
44,Honduras,0.032786885,2013
45,Iraq,0.032786885,2013
46,Morocco,0.032786885,2013
47,North Korea,0.032786885,2013
48,Russia,0.032786885,2013
49,Slovakia,0.032786885,2013
50,Slovenia,0.032786885,2013
51,Togo,0.032786885,2013
52,Tunisia,0.032786885,2013
53,Turkey,0.032786885,2013
54,Congo DR,0.032786885,2013
55,Angola,0.016393443,2013
56,Bolivia,0.016393443,2013
57,Canada,0.016393443,2013
58,China,0.016393443,2013
59,Croatia,0.016393443,2013
60,Cuba,0.016393443,2013
61,FR Yugoslavia,0.016393443,2013
62,Haiti,0.016393443,2013
63,Ivory Coast,0.016393443,2013
64,Jamaica,0.016393443,2013
65,Norway,0.016393443,2013
66,Republic of Ireland,0.016393443,2013
67,Senegal,0.016393443,2013
68,Serbia,0.016393443,2013
69,Serbia and Montenegro,0.016393443,2013
70,Ukraine,0.016393443,2013
71,United Arab Emirates,0.016393443,2013
72,Wales,0.016393443,2013
1,Brazil,1,2014
2,Germany,0.907692308,2014
3,Argentina,0.738461538,2014
4,Italy,0.646153846,2014
5,Spain,0.369230769,2014
6,England,0.353846154,2014
7,France,0.338461538,2014
8,Sweden,0.323076923,2014
9,Uruguay,0.307692308,2014
10,Netherlands,0.292307692,2014
11,Hungary,0.246153846,2014
12,Soviet Union,0.246153846,2014
13,Belgium,0.230769231,2014
14,Portugal,0.230769231,2014
15,Austria,0.2,2014
16,Poland,0.2,2014
17,United States,0.2,2014
18,Yugoslavia,0.2,2014
19,Chile,0.169230769,2014
20,South Korea,0.169230769,2014
21,Cameroon,0.153846154,2014
22,Czechoslovakia,0.153846154,2014
23,Mexico,0.153846154,2014
24,Switzerland,0.138461538,2014
25,Japan,0.107692308,2014
26,Nigeria,0.107692308,2014
27,Romania,0.107692308,2014
28,Colombia,0.092307692,2014
29,Denmark,0.092307692,2014
30,Saudi Arabia,0.092307692,2014
31,Australia,0.076923077,2014
32,Paraguay,0.076923077,2014
33,Peru,0.076923077,2014
34,Algeria,0.061538462,2014
35,Bulgaria,0.061538462,2014
36,Greece,0.061538462,2014
37,Honduras,0.061538462,2014
38,Northern Ireland,0.061538462,2014
39,Scotland,0.061538462,2014
40,Costa Rica,0.046153846,2014
41,Ecuador,0.046153846,2014
42,Ghana,0.046153846,2014
43,South Africa,0.046153846,2014
44,Croatia,0.030769231,2014
45,Czech Republic,0.030769231,2014
46,Iraq,0.030769231,2014
47,Ivory Coast,0.030769231,2014
48,Morocco,0.030769231,2014
49,North Korea,0.030769231,2014
50,Russia,0.030769231,2014
51,Slovakia,0.030769231,2014
52,Slovenia,0.030769231,2014
53,Togo,0.030769231,2014
54,Tunisia,0.030769231,2014
55,Turkey,0.030769231,2014
56,Congo DR,0.030769231,2014
57,Angola,0.015384615,2014
58,Bolivia,0.015384615,2014
59,Bosnia and Herzegovina,0.015384615,2014
60,Canada,0.015384615,2014
61,China,0.015384615,2014
62,Cuba,0.015384615,2014
63,FR Yugoslavia,0.015384615,2014
64,Haiti,0.015384615,2014
65,Jamaica,0.015384615,2014
66,Norway,0.015384615,2014
67,Republic of Ireland,0.015384615,2014
68,Senegal,0.015384615,2014
69,Serbia,0.015384615,2014
70,Serbia and Montenegro,0.015384615,2014
71,Ukraine,0.015384615,2014
72,United Arab Emirates,0.015384615,2014
73,Wales,0.015384615,2014
1,Brazil,1,2015
2,Germany,0.907692308,2015
3,Argentina,0.738461538,2015
4,Italy,0.646153846,2015
5,Spain,0.369230769,2015
6,England,0.353846154,2015
7,France,0.338461538,2015
8,Sweden,0.323076923,2015
9,Uruguay,0.307692308,2015
10,Netherlands,0.292307692,2015
11,Hungary,0.246153846,2015
12,Soviet Union,0.246153846,2015
13,Belgium,0.230769231,2015
14,Portugal,0.230769231,2015
15,Austria,0.2,2015
16,Poland,0.2,2015
17,United States,0.2,2015
18,Yugoslavia,0.2,2015
19,Chile,0.169230769,2015
20,South Korea,0.169230769,2015
21,Cameroon,0.153846154,2015
22,Czechoslovakia,0.153846154,2015
23,Mexico,0.153846154,2015
24,Switzerland,0.138461538,2015
25,Japan,0.107692308,2015
26,Nigeria,0.107692308,2015
27,Romania,0.107692308,2015
28,Colombia,0.092307692,2015
29,Denmark,0.092307692,2015
30,Saudi Arabia,0.092307692,2015
31,Australia,0.076923077,2015
32,Paraguay,0.076923077,2015
33,Peru,0.076923077,2015
34,Algeria,0.061538462,2015
35,Bulgaria,0.061538462,2015
36,Greece,0.061538462,2015
37,Honduras,0.061538462,2015
38,Northern Ireland,0.061538462,2015
39,Scotland,0.061538462,2015
40,Costa Rica,0.046153846,2015
41,Ecuador,0.046153846,2015
42,Ghana,0.046153846,2015
43,South Africa,0.046153846,2015
44,Croatia,0.030769231,2015
45,Czech Republic,0.030769231,2015
46,Iraq,0.030769231,2015
47,Ivory Coast,0.030769231,2015
48,Morocco,0.030769231,2015
49,North Korea,0.030769231,2015
50,Russia,0.030769231,2015
51,Slovakia,0.030769231,2015
52,Slovenia,0.030769231,2015
53,Togo,0.030769231,2015
54,Tunisia,0.030769231,2015
55,Turkey,0.030769231,2015
56,Congo DR,0.030769231,2015
57,Angola,0.015384615,2015
58,Bolivia,0.015384615,2015
59,Bosnia and Herzegovina,0.015384615,2015
60,Canada,0.015384615,2015
61,China,0.015384615,2015
62,Cuba,0.015384615,2015
63,FR Yugoslavia,0.015384615,2015
64,Haiti,0.015384615,2015
65,Jamaica,0.015384615,2015
66,Norway,0.015384615,2015
67,Republic of Ireland,0.015384615,2015
68,Senegal,0.015384615,2015
69,Serbia,0.015384615,2015
70,Serbia and Montenegro,0.015384615,2015
71,Ukraine,0.015384615,2015
72,United Arab Emirates,0.015384615,2015
73,Wales,0.015384615,2015
1,Brazil,1,2016
2,Germany,0.907692308,2016
3,Argentina,0.738461538,2016
4,Italy,0.646153846,2016
5,Spain,0.369230769,2016
6,England,0.353846154,2016
7,France,0.338461538,2016
8,Sweden,0.323076923,2016
9,Uruguay,0.307692308,2016
10,Netherlands,0.292307692,2016
11,Hungary,0.246153846,2016
12,Soviet Union,0.246153846,2016
13,Belgium,0.230769231,2016
14,Portugal,0.230769231,2016
15,Austria,0.2,2016
16,Poland,0.2,2016
17,United States,0.2,2016
18,Yugoslavia,0.2,2016
19,Chile,0.169230769,2016
20,South Korea,0.169230769,2016
21,Cameroon,0.153846154,2016
22,Czechoslovakia,0.153846154,2016
23,Mexico,0.153846154,2016
24,Switzerland,0.138461538,2016
25,Japan,0.107692308,2016
26,Nigeria,0.107692308,2016
27,Romania,0.107692308,2016
28,Colombia,0.092307692,2016
29,Denmark,0.092307692,2016
30,Saudi Arabia,0.092307692,2016
31,Australia,0.076923077,2016
32,Paraguay,0.076923077,2016
33,Peru,0.076923077,2016
34,Algeria,0.061538462,2016
35,Bulgaria,0.061538462,2016
36,Greece,0.061538462,2016
37,Honduras,0.061538462,2016
38,Northern Ireland,0.061538462,2016
39,Scotland,0.061538462,2016
40,Costa Rica,0.046153846,2016
41,Ecuador,0.046153846,2016
42,Ghana,0.046153846,2016
43,South Africa,0.046153846,2016
44,Croatia,0.030769231,2016
45,Czech Republic,0.030769231,2016
46,Iraq,0.030769231,2016
47,Ivory Coast,0.030769231,2016
48,Morocco,0.030769231,2016
49,North Korea,0.030769231,2016
50,Russia,0.030769231,2016
51,Slovakia,0.030769231,2016
52,Slovenia,0.030769231,2016
53,Togo,0.030769231,2016
54,Tunisia,0.030769231,2016
55,Turkey,0.030769231,2016
56,Congo DR,0.030769231,2016
57,Angola,0.015384615,2016
58,Bolivia,0.015384615,2016
59,Bosnia and Herzegovina,0.015384615,2016
60,Canada,0.015384615,2016
61,China,0.015384615,2016
62,Cuba,0.015384615,2016
63,FR Yugoslavia,0.015384615,2016
64,Haiti,0.015384615,2016
65,Jamaica,0.015384615,2016
66,Norway,0.015384615,2016
67,Republic of Ireland,0.015384615,2016
68,Senegal,0.015384615,2016
69,Serbia,0.015384615,2016
70,Serbia and Montenegro,0.015384615,2016
71,Ukraine,0.015384615,2016
72,United Arab Emirates,0.015384615,2016
73,Wales,0.015384615,2016
1,Brazil,1,2017
2,Germany,0.907692308,2017
3,Argentina,0.738461538,2017
4,Italy,0.646153846,2017
5,Spain,0.369230769,2017
6,England,0.353846154,2017
7,France,0.338461538,2017
8,Sweden,0.323076923,2017
9,Uruguay,0.307692308,2017
10,Netherlands,0.292307692,2017
11,Hungary,0.246153846,2017
12,Soviet Union,0.246153846,2017
13,Belgium,0.230769231,2017
14,Portugal,0.230769231,2017
15,Austria,0.2,2017
16,Poland,0.2,2017
17,United States,0.2,2017
18,Yugoslavia,0.2,2017
19,Chile,0.169230769,2017
20,South Korea,0.169230769,2017
21,Cameroon,0.153846154,2017
22,Czechoslovakia,0.153846154,2017
23,Mexico,0.153846154,2017
24,Switzerland,0.138461538,2017
25,Japan,0.107692308,2017
26,Nigeria,0.107692308,2017
27,Romania,0.107692308,2017
28,Colombia,0.092307692,2017
29,Denmark,0.092307692,2017
30,Saudi Arabia,0.092307692,2017
31,Australia,0.076923077,2017
32,Paraguay,0.076923077,2017
33,Peru,0.076923077,2017
34,Algeria,0.061538462,2017
35,Bulgaria,0.061538462,2017
36,Greece,0.061538462,2017
37,Honduras,0.061538462,2017
38,Northern Ireland,0.061538462,2017
39,Scotland,0.061538462,2017
40,Costa Rica,0.046153846,2017
41,Ecuador,0.046153846,2017
42,Ghana,0.046153846,2017
43,South Africa,0.046153846,2017
44,Croatia,0.030769231,2017
45,Czech Republic,0.030769231,2017
46,Iraq,0.030769231,2017
47,Ivory Coast,0.030769231,2017
48,Morocco,0.030769231,2017
49,North Korea,0.030769231,2017
50,Russia,0.030769231,2017
51,Slovakia,0.030769231,2017
52,Slovenia,0.030769231,2017
53,Togo,0.030769231,2017
54,Tunisia,0.030769231,2017
55,Turkey,0.030769231,2017
56,Congo DR,0.030769231,2017
57,Angola,0.015384615,2017
58,Bolivia,0.015384615,2017
59,Bosnia and Herzegovina,0.015384615,2017
60,Canada,0.015384615,2017
61,China,0.015384615,2017
62,Cuba,0.015384615,2017
63,FR Yugoslavia,0.015384615,2017
64,Haiti,0.015384615,2017
65,Jamaica,0.015384615,2017
66,Norway,0.015384615,2017
67,Republic of Ireland,0.015384615,2017
68,Senegal,0.015384615,2017
69,Serbia,0.015384615,2017
70,Serbia and Montenegro,0.015384615,2017
71,Ukraine,0.015384615,2017
72,United Arab Emirates,0.015384615,2017
73,Wales,0.015384615,2017
1,Brazil,1,2018
2,Germany,0.897058824,2018
3,Argentina,0.720588235,2018
4,Italy,0.617647059,2018
5,France,0.397058824,2018
6,England,0.367647059,2018
7,Spain,0.352941176,2018
8,Sweden,0.352941176,2018
9,Uruguay,0.352941176,2018
10,Belgium,0.279411765,2018
11,Netherlands,0.279411765,2018
12,Hungary,0.235294118,2018
13,Portugal,0.235294118,2018
14,Soviet Union,0.235294118,2018
15,Poland,0.220588235,2018
16,Austria,0.191176471,2018
17,South Korea,0.191176471,2018
18,United States,0.191176471,2018
19,Yugoslavia,0.191176471,2018
20,Chile,0.161764706,2018
21,Mexico,0.161764706,2018
22,Cameroon,0.147058824,2018
23,Czechoslovakia,0.147058824,2018
24,Nigeria,0.132352941,2018
25,Switzerland,0.132352941,2018
26,Japan,0.117647059,2018
27,Colombia,0.102941176,2018
28,Romania,0.102941176,2018
29,Saudi Arabia,0.102941176,2018
30,Australia,0.088235294,2018
31,Denmark,0.088235294,2018
32,Peru,0.088235294,2018
33,Paraguay,0.073529412,2018
34,Algeria,0.058823529,2018
35,Bulgaria,0.058823529,2018
36,Costa Rica,0.058823529,2018
37,Croatia,0.058823529,2018
38,Greece,0.058823529,2018
39,Honduras,0.058823529,2018
40,Northern Ireland,0.058823529,2018
41,Russia,0.058823529,2018
42,Scotland,0.058823529,2018
43,Ecuador,0.044117647,2018
44,Ghana,0.044117647,2018
45,Morocco,0.044117647,2018
46,Serbia,0.044117647,2018
47,South Africa,0.044117647,2018
48,Tunisia,0.044117647,2018
49,Czech Republic,0.029411765,2018
50,Iraq,0.029411765,2018
51,Ivory Coast,0.029411765,2018
52,North Korea,0.029411765,2018
53,Senegal,0.029411765,2018
54,Slovakia,0.029411765,2018
55,Slovenia,0.029411765,2018
56,Togo,0.029411765,2018
57,Turkey,0.029411765,2018
58,Congo DR,0.029411765,2018
59,Angola,0.014705882,2018
60,Bolivia,0.014705882,2018
61,Bosnia and Herzegovina,0.014705882,2018
62,Canada,0.014705882,2018
63,China,0.014705882,2018
64,Cuba,0.014705882,2018
65,Egypt,0.014705882,2018
66,FR Yugoslavia,0.014705882,2018
67,Haiti,0.014705882,2018
68,Iceland,0.014705882,2018
69,Iran,0.014705882,2018
70,Jamaica,0.014705882,2018
71,Norway,0.014705882,2018
72,Panama,0.014705882,2018
73,Republic of Ireland,0.014705882,2018
74,Serbia and Montenegro,0.014705882,2018
75,Ukraine,0.014705882,2018
76,United Arab Emirates,0.014705882,2018
77,Wales,0.014705882,2018
1,Brazil,1,2019
2,Germany,0.897058824,2019
3,Argentina,0.720588235,2019
4,Italy,0.617647059,2019
5,France,0.397058824,2019
6,England,0.367647059,2019
7,Spain,0.352941176,2019
8,Sweden,0.352941176,2019
9,Uruguay,0.352941176,2019
10,Belgium,0.279411765,2019
11,Netherlands,0.279411765,2019
12,Hungary,0.235294118,2019
13,Portugal,0.235294118,2019
14,Soviet Union,0.235294118,2019
15,Poland,0.220588235,2019
16,Austria,0.191176471,2019
17,South Korea,0.191176471,2019
18,United States,0.191176471,2019
19,Yugoslavia,0.191176471,2019
20,Chile,0.161764706,2019
21,Mexico,0.161764706,2019
22,Cameroon,0.147058824,2019
23,Czechoslovakia,0.147058824,2019
24,Nigeria,0.132352941,2019
25,Switzerland,0.132352941,2019
26,Japan,0.117647059,2019
27,Colombia,0.102941176,2019
28,Romania,0.102941176,2019
29,Saudi Arabia,0.102941176,2019
30,Australia,0.088235294,2019
31,Denmark,0.088235294,2019
32,Peru,0.088235294,2019
33,Paraguay,0.073529412,2019
34,Algeria,0.058823529,2019
35,Bulgaria,0.058823529,2019
36,Costa Rica,0.058823529,2019
37,Croatia,0.058823529,2019
38,Greece,0.058823529,2019
39,Honduras,0.058823529,2019
40,Northern Ireland,0.058823529,2019
41,Russia,0.058823529,2019
42,Scotland,0.058823529,2019
43,Ecuador,0.044117647,2019
44,Ghana,0.044117647,2019
45,Morocco,0.044117647,2019
46,Serbia,0.044117647,2019
47,South Africa,0.044117647,2019
48,Tunisia,0.044117647,2019
49,Czech Republic,0.029411765,2019
50,Iraq,0.029411765,2019
51,Ivory Coast,0.029411765,2019
52,North Korea,0.029411765,2019
53,Senegal,0.029411765,2019
54,Slovakia,0.029411765,2019
55,Slovenia,0.029411765,2019
56,Togo,0.029411765,2019
57,Turkey,0.029411765,2019
58,Congo DR,0.029411765,2019
59,Angola,0.014705882,2019
60,Bolivia,0.014705882,2019
61,Bosnia and Herzegovina,0.014705882,2019
62,Canada,0.014705882,2019
